#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
3713558	7157	984	113010	107421	-	-	TP53	CDK11B	BCC7|LFS1|P53|TRP53	CDC2L1|CDK11|CDK11-p110|CDK11-p46|CDK11-p58|CLK-1|PITSLREA|PK58|p58|p58CDC2L1|p58CLK-1	Proximity Label-MS	physical	Lue Y (2024)	PUBMED:38580884	9606	9606	High Throughput	-	-	BioID|High confidence BioID interactions had a minimum unique mass spectral count of 2 and SAINT BFDR score =< 0.01|MG132 proteasome inhibitor treatment|TP53_R273H mutant	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	P21127	B7ZVY7|B4DII1|J3QKR5|J3QR44|J3QR29	NP_001278274|NP_001778|NP_277028|NP_277022|NP_277023|NP_277021|NP_277027|NP_277024|NP_277025	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3713559	7157	9025	113010	114492	-	-	TP53	RNF8	BCC7|LFS1|P53|TRP53	hRNF8	Proximity Label-MS	physical	Lue Y (2024)	PUBMED:38580884	9606	9606	High Throughput	-	-	BioID|High confidence BioID interactions had a minimum unique mass spectral count of 2 and SAINT BFDR score =< 0.01|MG132 proteasome inhibitor treatment|TP53_R273H mutant	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	O76064	-	NP_898901|NP_003949	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3713560	7157	79596	113010	122736	-	-	TP53	RNF219	BCC7|LFS1|P53|TRP53	C13orf7	Proximity Label-MS	physical	Lue Y (2024)	PUBMED:38580884	9606	9606	High Throughput	-	-	BioID|High confidence BioID interactions had a minimum unique mass spectral count of 2 and SAINT BFDR score =< 0.01|MG132 proteasome inhibitor treatment|TP53_R273H mutant	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q5W0B1	-	NP_078822	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3713561	7157	51514	113010	119582	-	RP11-15I11.1	TP53	DTL	BCC7|LFS1|P53|TRP53	CDT2|DCAF2|L2DTL|RAMP	Proximity Label-MS	physical	Lue Y (2024)	PUBMED:38580884	9606	9606	High Throughput	-	-	BioID|High confidence BioID interactions had a minimum unique mass spectral count of 2 and SAINT BFDR score =< 0.01|MG132 proteasome inhibitor treatment|TP53_R273H mutant	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q9NZJ0	B4E0E6	NP_001273158|NP_001273159|NP_057532	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3713562	7157	5932	113010	111867	-	-	TP53	RBBP8	BCC7|LFS1|P53|TRP53	COM1|CTIP|JWDS|RIM|SAE2|SCKL2	Proximity Label-MS	physical	Lue Y (2024)	PUBMED:38580884	9606	9606	High Throughput	-	-	BioID|High confidence BioID interactions had a minimum unique mass spectral count of 2 and SAINT BFDR score =< 0.01|MG132 proteasome inhibitor treatment|TP53_R273H mutant	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q99708	A0A024RC34	NP_976037|NP_976036|NP_002885	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3713563	7157	2091	113010	108399	-	-	TP53	FBL	BCC7|LFS1|P53|TRP53	FIB|FLRN|RNU3IP1	Proximity Label-MS	physical	Lue Y (2024)	PUBMED:38580884	9606	9606	High Throughput	-	-	BioID|High confidence BioID interactions had a minimum unique mass spectral count of 2 and SAINT BFDR score =< 0.01|MG132 proteasome inhibitor treatment|TP53_R273H mutant	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	P22087	-	NP_001427	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3713564	7157	286262	113010	130345	-	RP11-350O14.7	TP53	TPRN	BCC7|LFS1|P53|TRP53	C9orf75|DFNB79	Proximity Label-MS	physical	Lue Y (2024)	PUBMED:38580884	9606	9606	High Throughput	-	-	BioID|High confidence BioID interactions had a minimum unique mass spectral count of 2 and SAINT BFDR score =< 0.01|MG132 proteasome inhibitor treatment|TP53_R273H mutant	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q4KMQ1	-	NP_001121700	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3713565	7157	8535	113010	114105	-	-	TP53	CBX4	BCC7|LFS1|P53|TRP53	NBP16|PC2	Proximity Label-MS	physical	Lue Y (2024)	PUBMED:38580884	9606	9606	High Throughput	-	-	BioID|High confidence BioID interactions had a minimum unique mass spectral count of 2 and SAINT BFDR score =< 0.01|MG132 proteasome inhibitor treatment|TP53_R273H mutant	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	O00257	-	NP_003646	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3713566	7157	55086	113010	120400	-	RP11-647M7.1	TP53	CXorf57	BCC7|LFS1|P53|TRP53	-	Proximity Label-MS	physical	Lue Y (2024)	PUBMED:38580884	9606	9606	High Throughput	-	-	BioID|High confidence BioID interactions had a minimum unique mass spectral count of 2 and SAINT BFDR score =< 0.01|MG132 proteasome inhibitor treatment|TP53_R273H mutant	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q6NSI4	-	NP_001171711|NP_060485	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3713567	7157	8668	113010	114217	-	RP4-675E8.1	TP53	EIF3I	BCC7|LFS1|P53|TRP53	EIF3S2|PRO2242|TRIP-1|TRIP1|eIF3-beta|eIF3-p36	Proximity Label-MS	physical	Lue Y (2024)	PUBMED:38580884	9606	9606	High Throughput	-	-	BioID|High confidence BioID interactions had a minimum unique mass spectral count of 2 and SAINT BFDR score =< 0.01|MG132 proteasome inhibitor treatment|TP53_R273H mutant	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q13347	Q5U0F4	NP_003748	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3713568	7157	22894	113010	116559	-	RP11-342J4.3	TP53	DIS3	BCC7|LFS1|P53|TRP53	2810028N01Rik|EXOSC11|KIAA1008|RRP44|dis3p	Proximity Label-MS	physical	Lue Y (2024)	PUBMED:38580884	9606	9606	High Throughput	-	-	BioID|High confidence BioID interactions had a minimum unique mass spectral count of 2 and SAINT BFDR score =< 0.01|MG132 proteasome inhibitor treatment|TP53_R273H mutant	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q9Y2L1	G3V1J5	NP_001121698|NP_001309278|NP_001309277|NP_055768	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3713569	7157	283820	113010	129677	-	-	TP53	NOMO2	BCC7|LFS1|P53|TRP53	Nomo|PM5	Proximity Label-MS	physical	Lue Y (2024)	PUBMED:38580884	9606	9606	High Throughput	-	-	BioID|High confidence BioID interactions had a minimum unique mass spectral count of 2 and SAINT BFDR score =< 0.01|MG132 proteasome inhibitor treatment|TP53_R273H mutant	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q5JPE7	-	NP_001004060|NP_775885	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3713570	7157	9794	113010	115138	-	-	TP53	MAML1	BCC7|LFS1|P53|TRP53	Mam-1|Mam1	Proximity Label-MS	physical	Lue Y (2024)	PUBMED:38580884	9606	9606	High Throughput	-	-	BioID|High confidence BioID interactions had a minimum unique mass spectral count of 2 and SAINT BFDR score =< 0.01|MG132 proteasome inhibitor treatment|TP53_R273H mutant	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q92585	-	NP_055572	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3713571	7157	2305	113010	108594	-	-	TP53	FOXM1	BCC7|LFS1|P53|TRP53	FKHL16|FOXM1B|HFH-11|HFH11|HNF-3|INS-1|MPHOSPH2|MPP-2|MPP2|PIG29|TGT3|TRIDENT	Proximity Label-MS	physical	Lue Y (2024)	PUBMED:38580884	9606	9606	High Throughput	-	-	BioID|High confidence BioID interactions had a minimum unique mass spectral count of 2 and SAINT BFDR score =< 0.01|MG132 proteasome inhibitor treatment|TP53_R273H mutant	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q08050	A8K591|Q53Y49	NP_001230018|NP_973732|NP_973731|NP_068772|NP_001230017	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3713572	7157	23322	113010	116911	-	-	TP53	RPGRIP1L	BCC7|LFS1|P53|TRP53	CORS3|FTM|JBTS7|MKS5|NPHP8|PPP1R134	Proximity Label-MS	physical	Lue Y (2024)	PUBMED:38580884	9606	9606	High Throughput	-	-	BioID|High confidence BioID interactions had a minimum unique mass spectral count of 2 and SAINT BFDR score =< 0.01|MG132 proteasome inhibitor treatment|TP53_R273H mutant	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q68CZ1	A0A087WX34|H3BV03	NP_056087|NP_001295263|NP_001121369|NP_001317467	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3713573	7157	64319	113010	122132	-	-	TP53	FBRS	BCC7|LFS1|P53|TRP53	FBS|FBS1	Proximity Label-MS	physical	Lue Y (2024)	PUBMED:38580884	9606	9606	High Throughput	-	-	BioID|High confidence BioID interactions had a minimum unique mass spectral count of 2 and SAINT BFDR score =< 0.01|MG132 proteasome inhibitor treatment|TP53_R273H mutant	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q9HAH7	-	NP_001098549	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3713574	7157	10482	113010	115745	-	-	TP53	NXF1	BCC7|LFS1|P53|TRP53	MEX67|TAP	Proximity Label-MS	physical	Lue Y (2024)	PUBMED:38580884	9606	9606	High Throughput	-	-	BioID|High confidence BioID interactions had a minimum unique mass spectral count of 2 and SAINT BFDR score =< 0.01|MG132 proteasome inhibitor treatment|TP53_R273H mutant	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q9UBU9	Q59E96	NP_006353|NP_001074960	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3713575	7157	204851	113010	128490	-	RP4-786G8.2	TP53	HIPK1	BCC7|LFS1|P53|TRP53	Myak|Nbak2	Proximity Label-MS	physical	Lue Y (2024)	PUBMED:38580884	9606	9606	High Throughput	-	-	BioID|High confidence BioID interactions had a minimum unique mass spectral count of 2 and SAINT BFDR score =< 0.01|MG132 proteasome inhibitor treatment|TP53_R273H mutant	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q86Z02	A0A024R0H9|B4DZ33	NP_852003|NP_938010|NP_689909|NP_938009	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3713576	7157	80139	113010	123134	-	-	TP53	ZNF703	BCC7|LFS1|P53|TRP53	ZEPPO1|ZNF503L|ZPO1	Proximity Label-MS	physical	Lue Y (2024)	PUBMED:38580884	9606	9606	High Throughput	-	-	BioID|High confidence BioID interactions had a minimum unique mass spectral count of 2 and SAINT BFDR score =< 0.01|MG132 proteasome inhibitor treatment|TP53_R273H mutant	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q9H7S9	-	NP_079345	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3713577	7157	8554	113010	114124	-	-	TP53	PIAS1	BCC7|LFS1|P53|TRP53	DDXBP1|GBP|GU/RH-II|ZMIZ3	Proximity Label-MS	physical	Lue Y (2024)	PUBMED:38580884	9606	9606	High Throughput	-	-	BioID|High confidence BioID interactions had a minimum unique mass spectral count of 2 and SAINT BFDR score =< 0.01|MG132 proteasome inhibitor treatment|TP53_R273H mutant	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	O75925	Q1XBU8	NP_001307616|NP_057250	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3713578	7157	9869	113010	115202	-	RP11-316M1.1	TP53	SETDB1	BCC7|LFS1|P53|TRP53	ESET|H3-K9-HMTase4|KG1T|KMT1E|TDRD21	Proximity Label-MS	physical	Lue Y (2024)	PUBMED:38580884	9606	9606	High Throughput	-	-	BioID|High confidence BioID interactions had a minimum unique mass spectral count of 2 and SAINT BFDR score =< 0.01|MG132 proteasome inhibitor treatment|TP53_R273H mutant	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q15047	-	NP_001353346|NP_001353347|NP_001230420|NP_036564|NP_001138887	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3713579	7157	7465	113010	113303	-	-	TP53	WEE1	BCC7|LFS1|P53|TRP53	WEE1A|WEE1hu	Proximity Label-MS	physical	Lue Y (2024)	PUBMED:38580884	9606	9606	High Throughput	-	-	BioID|High confidence BioID interactions had a minimum unique mass spectral count of 2 and SAINT BFDR score =< 0.01|MG132 proteasome inhibitor treatment|TP53_R273H mutant	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	P30291	Q86V29	NP_003381|NP_001137448	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3713580	7157	55320	113010	120601	-	-	TP53	MIS18BP1	BCC7|LFS1|P53|TRP53	C14orf106|HSA242977|KNL2|M18BP1	Proximity Label-MS	physical	Lue Y (2024)	PUBMED:38580884	9606	9606	High Throughput	-	-	BioID|High confidence BioID interactions had a minimum unique mass spectral count of 2 and SAINT BFDR score =< 0.01|MG132 proteasome inhibitor treatment|TP53_R273H mutant	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q6P0N0	-	NP_060823	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3713581	7157	3298	113010	109531	-	-	TP53	HSF2	BCC7|LFS1|P53|TRP53	HSF 2|HSTF 2	Proximity Label-MS	physical	Lue Y (2024)	PUBMED:38580884	9606	9606	High Throughput	-	-	BioID|High confidence BioID interactions had a minimum unique mass spectral count of 2 and SAINT BFDR score =< 0.01|MG132 proteasome inhibitor treatment|TP53_R273H mutant	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q03933	Q9BS48	NP_004497|NP_001230023|NP_001129036	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3713582	7157	168374	113010	127958	-	-	TP53	ZNF92	BCC7|LFS1|P53|TRP53	HEL-203|HPF12|HTF12|TF12	Proximity Label-MS	physical	Lue Y (2024)	PUBMED:38580884	9606	9606	High Throughput	-	-	BioID|High confidence BioID interactions had a minimum unique mass spectral count of 2 and SAINT BFDR score =< 0.01|MG132 proteasome inhibitor treatment|TP53_R273H mutant	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q03936	C9IZS8|V9HVY7	NP_001274461|NP_001274463|NP_001274462|NP_689839|NP_009070	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3713583	7157	51244	113010	119402	-	-	TP53	CCDC174	BCC7|LFS1|P53|TRP53	C3orf19	Proximity Label-MS	physical	Lue Y (2024)	PUBMED:38580884	9606	9606	High Throughput	-	-	BioID|High confidence BioID interactions had a minimum unique mass spectral count of 2 and SAINT BFDR score =< 0.01|MG132 proteasome inhibitor treatment|TP53_R273H mutant	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q6PII3	-	NP_057558	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3713584	7157	55196	113010	120493	-	-	TP53	KIAA1551	BCC7|LFS1|P53|TRP53	C12orf35	Proximity Label-MS	physical	Lue Y (2024)	PUBMED:38580884	9606	9606	High Throughput	-	-	BioID|High confidence BioID interactions had a minimum unique mass spectral count of 2 and SAINT BFDR score =< 0.01|MG132 proteasome inhibitor treatment|TP53_R273H mutant	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q9HCM1	-	NP_060639	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3713585	7157	23028	113010	116667	-	RP1-184J9.1	TP53	KDM1A	BCC7|LFS1|P53|TRP53	AOF2|BHC110|KDM1|LSD1	Proximity Label-MS	physical	Lue Y (2024)	PUBMED:38580884	9606	9606	High Throughput	-	-	BioID|High confidence BioID interactions had a minimum unique mass spectral count of 2 and SAINT BFDR score =< 0.01|MG132 proteasome inhibitor treatment|TP53_R273H mutant	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	O60341	-	NP_055828|NP_001350583|NP_001009999	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3713586	7157	91607	113010	124851	-	-	TP53	SLFN11	BCC7|LFS1|P53|TRP53	SLFN8/9	Proximity Label-MS	physical	Lue Y (2024)	PUBMED:38580884	9606	9606	High Throughput	-	-	BioID|High confidence BioID interactions had a minimum unique mass spectral count of 2 and SAINT BFDR score =< 0.01|MG132 proteasome inhibitor treatment|TP53_R273H mutant	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q7Z7L1	-	NP_001098058|NP_001098060|NP_001362940|NP_001362941|NP_001098059|NP_689483|NP_001098057|NP_001362939|NP_001362938|NP_001362937|NP_001362936	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3713587	7157	57666	113010	121699	-	-	TP53	FBRSL1	BCC7|LFS1|P53|TRP53	-	Proximity Label-MS	physical	Lue Y (2024)	PUBMED:38580884	9606	9606	High Throughput	-	-	BioID|High confidence BioID interactions had a minimum unique mass spectral count of 2 and SAINT BFDR score =< 0.01|MG132 proteasome inhibitor treatment|TP53_R273H mutant	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q9HCM7	-	NP_001369672|NP_001136113	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3713588	7157	9442	113010	114832	-	RP11-323H21.4	TP53	MED27	BCC7|LFS1|P53|TRP53	CRAP34|CRSP34|CRSP8|TRAP37	Proximity Label-MS	physical	Lue Y (2024)	PUBMED:38580884	9606	9606	High Throughput	-	-	BioID|High confidence BioID interactions had a minimum unique mass spectral count of 2 and SAINT BFDR score =< 0.01|MG132 proteasome inhibitor treatment|TP53_R273H mutant	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q6P2C8	A0A024R8B7	NP_004260|NP_001240811|NP_001240810	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3713589	7157	84678	113010	124197	-	-	TP53	KDM2B	BCC7|LFS1|P53|TRP53	CXXC2|FBXL10|Fbl10|JHDM1B|PCCX2	Proximity Label-MS	physical	Lue Y (2024)	PUBMED:38580884	9606	9606	High Throughput	-	-	BioID|High confidence BioID interactions had a minimum unique mass spectral count of 2 and SAINT BFDR score =< 0.01|MG132 proteasome inhibitor treatment|TP53_R273H mutant	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	Q8NHM5	-	NP_001005366|NP_115979	-	-	-	-	-	-	Homo sapiens	Homo sapiens
